         28691456 function calls (27889897 primitive calls) in 90.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.007    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\zmqshell.py:77(_flush_streams)
      320    0.001    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2477(ptp)
        8    0.000    0.000    0.007    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:3253(new_figure_manager)
      402    0.002    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:709(_transform_path)
       16    0.000    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:336(flush)
        4    0.006    0.002    0.007    0.002 {built-in method matplotlib._image.resample}
     5441    0.007    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:93(_event_pipe)
      326    0.007    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:78(_clip_dep_invoke_with_casting)
     2280    0.002    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1089(set_x)
     1390    0.003    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:568(fix_minus)
      402    0.001    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:724(_get_transformed_path)
       32    0.000    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:226(cla)
      866    0.006    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:185(_broadcast_shape)
     1406    0.003    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1061(set_drawstyle)
     1618    0.002    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2573(get_matrix)
     1406    0.003    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1415(set_solid_capstyle)
    23384    0.006    0.000    0.006    0.000 {method 'pop' of 'dict' objects}
     1406    0.003    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1370(set_solid_joinstyle)
      495    0.004    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:1043(update_from)
     1188    0.003    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:757(set_style)
      177    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:224(vstack)
       52    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(isclose)
     1696    0.006    0.000    0.006    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
        8    0.001    0.000    0.006    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:275(__init__)
1376/1030    0.002    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2328(_invalidate_internal)
     1703    0.003    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:267(set_fillstyle)
      186    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1783(transform_point)
       32    0.000    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:393(get_renderer)
        8    0.000    0.000    0.006    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\tight_bbox.py:8(adjust_bbox)
       56    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1446(apply_aspect)
      242    0.006    0.000    0.006    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     4888    0.005    0.000    0.006    0.000 {built-in method _abc._abc_instancecheck}
     1516    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:792(get_transform)
       52    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\numeric.py:2167(isclose)
        8    0.000    0.000    0.006    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:661(close)
        8    0.000    0.000    0.006    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\_pylab_helpers.py:66(destroy_all)
     1248    0.002    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2133(<lambda>)
     2170    0.002    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1100(set_y)
     1784    0.002    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2181(get_affine)
      128    0.001    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1963(_staircase)
     1188    0.004    0.000    0.006    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:794(set_stretch)
      320    0.003    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:228(_ptp)
      700    0.005    0.000    0.005    0.000 {method 'round' of 'numpy.ndarray' objects}
     2974    0.003    0.000    0.005    0.000 <string>:1(__new__)
     1676    0.002    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\scale.py:101(get_transform)
    11096    0.005    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:946(get_points)
        8    0.005    0.001    0.005    0.001 {built-in method gc.collect}
     4801    0.003    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:178(<lambda>)
      666    0.001    0.000    0.005    0.000 <__array_function__ internals>:2(ndim)
       16    0.000    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:465(_set_dpi)
        8    0.000    0.000    0.005    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:666(send)
      990    0.002    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1122(set_verticalalignment)
    14070    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
       78    0.000    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:409(set_fill)
      134    0.000    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:310(set_facecolor)
     1055    0.003    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1373(is_math_text)
        5    0.000    0.000    0.005    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1894(add_line)
     1188    0.002    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:767(set_variant)
      484    0.001    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:232(get_rotation)
       16    0.000    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:540(wait)
     1026    0.002    0.000    0.005    0.000 {built-in method builtins.all}
     3407    0.004    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:2046(<listcomp>)
       16    0.004    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:80(__init__)
     2294    0.003    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\re.py:287(_compile)
      128    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(hstack)
  271/146    0.001    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2343(__eq__)
      320    0.001    0.000    0.005    0.000 {method 'sum' of 'numpy.ndarray' objects}
     2802    0.005    0.000    0.005    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      982    0.002    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:1005(set_zorder)
       16    0.000    0.000    0.005    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:270(wait)
      340    0.003    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:413(bounds)
       80    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1483(transform_path)
      484    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1178(_preprocess_math)
      402    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2694(__init__)
        8    0.000    0.000    0.004    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:607(serialize)
      320    0.003    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1831(scale_range)
      484    0.003    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:41(get_rotation)
     1406    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1228(set_markeredgewidth)
      320    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:36(_sum)
      928    0.001    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2149(transform_non_affine)
      236    0.001    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:411(apply_tickdir)
     1188    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:744(set_family)
      177    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(atleast_2d)
      231    0.001    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:528(apply_tickdir)
     2652    0.003    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:373(get_transform)
       10    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:154(__call__)
        8    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\tight_bbox.py:38(restore_bbox)
      128    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:286(hstack)
     1484    0.003    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:31(_get_dash_pattern)
      990    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1212(set_usetex)
      990    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:934(set_horizontalalignment)
      990    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:918(set_color)
        5    0.000    0.000    0.004    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:363(_plot_args)
      726    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:49(get_hinting_flag)
     1406    0.002    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1038(set_antialiased)
      370    0.001    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2553(__init__)
      156    0.000    0.000    0.004    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:762(unit)
     2623    0.003    0.000    0.003    0.000 {built-in method builtins.max}
      360    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2415(__init__)
     5054    0.003    0.000    0.003    0.000 {built-in method nt.getpid}
     1406    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1271(set_markersize)
      242    0.003    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:646(__setitem__)
      360    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2459(get_matrix)
       56    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:871(_set_position)
     3988    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x00007FF867CDC810}
       16    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3161(set_xlim)
      177    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:83(atleast_2d)
      467    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:198(_set_labelrotation)
       16    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1905(clear)
      160    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2275(blended_transform_factory)
     7020    0.003    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:770(get_visible)
      666    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:3037(ndim)
     1411    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:635(axes)
       18    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3543(set_ylim)
     7188    0.003    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1857(get_matrix)
      2/1    0.000    0.000    0.003    0.003 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\deprecation.py:358(wrapper)
      624    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:953(_get_markerfacecolor)
      328    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:968(get_siblings)
       65    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1621(__eq__)
     1406    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1213(set_markeredgecolor)
        5    0.000    0.000    0.003    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1920(_update_line_limits)
      484    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.generic' objects}
        8    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_subplots.py:122(update_params)
       65    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2237(__eq__)
        1    0.000    0.000    0.003    0.003 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:5499(imshow)
        8    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\gridspec.py:486(get_position)
     2274    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
      320    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(nonzero)
      134    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(diff)
      866    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:262(<listcomp>)
       88    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:374(lookup)
     3802    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1136(set_text)
      144    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2208(__init__)
     1072    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:395(width)
      212    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:277(_set_edgecolor)
     8805    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
     5533    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
     1512    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2668(get_matrix)
      208    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:321(get_transform)
      160    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:254(_adjust_location)
       32    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:88(<lambda>)
       80    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\cycler.py:349(by_key)
  280/130    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2350(_iter_break_from_left_to_right)
      165    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:276(frozen)
      800    0.002    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:377(intervalx)
     1200    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:918(set_foreground)
       52    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\numeric.py:2244(within_tol)
     1406    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1050(set_color)
1932/1868    0.001    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:208(_ensure_position_is_set)
       32    0.000    0.000    0.003    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\zmq\utils\jsonapi.py:31(dumps)
     4870    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
      792    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:386(intervaly)
       48    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1180(<listcomp>)
       80    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1494(transform_path_affine)
      144    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:2140(get_ticks_position)
        2    0.002    0.001    0.002    0.001 {method 'take' of 'numpy.ndarray' objects}
      160    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1151(<listcomp>)
       32    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\json\__init__.py:183(dumps)
      880    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
      332    0.002    0.000    0.002    0.000 {built-in method numpy.arange}
      620    0.001    0.000    0.002    0.000 {built-in method builtins.any}
      134    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_1d)
     3550    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:199(axes)
       14    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:2782(__new__)
      726    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:1338(get_font)
      134    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\function_base.py:1141(diff)
     2376    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:928(_normalize_font_family)
       36    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:860(update_from_data_xy)
       50    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1480(update_units)
        8    0.000    0.000    0.002    0.000 <decorator-gen-10>:1(__call__)
       88    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:397(lookup_by_type)
       80    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1713(transform_path_affine)
      802    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:828(_set_gc_clip)
       32    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\json\encoder.py:182(encode)
        8    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:689(__call__)
       60    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:185(_to_rgba_no_colorcycle)
      990    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:236(set_rotation_mode)
        8    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:925(_gen_axes_patch)
     5457    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:513(is_set)
       40    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:2341(_update_offset_text_position)
      144    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1818(_get_ticks_position)
   100/50    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\units.py:142(get_converter)
      320    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1870(le)
       56    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:964(set)
       32    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\json\encoder.py:204(iterencode)
      240    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:140(get_patch_transform)
       41    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:824(update_from_path)
       10    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:6457(array)
        8    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\gridspec.py:86(get_grid_positions)
      974    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:1043(get_default_size)
       38    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2097(_process_unit_info)
      468    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:893(set_alpha)
        5    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:308(_makeline)
    48/40    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:822(get_position)
       31    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2061(update_datalim)
      134    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:25(atleast_1d)
      128    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:512(__init__)
      198    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:994(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:944(__call__)
        8    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1935(_get_label)
     2110    0.002    0.000    0.002    0.000 {method 'count' of 'str' objects}
      134    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:292(set_edgecolor)
       76    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2100(_process_single_axis)
     1185    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:209(_arrays_for_stack_dispatcher)
      320    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:1804(nonzero)
     5457    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
        8    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:356(pretty)
        1    0.000    0.000    0.002    0.002 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:663(set_data)
      426    0.002    0.000    0.002    0.000 {built-in method builtins.min}
        7    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3080(set_xbound)
